X,Y,OBJECTID,Equipment_ID,Equipment_Name,Current_Location,Current_Lat,Current_Long,Allocated_Location,Allocated_Lat,Allocated_Long,ON_Number,Lifeboat_Number,MMSI,Class,Launch_Method,Product_ID,Model_ID,On_Service_Date
-2.9973,51.2337,341,OB02023533,D-Class ILB Burnham Reach,Burnham-on-Sea ILB D,51.2337,-2.99729999999995,Burnham-on-Sea Lifeboat Station,51.2337,-2.9973,,D-801,,D-Class,IB1 variant,IB1,MK2IB1,05/10/2016
-2.75678626299998,51.493793173,344,OB02016845,B-Class A85 My Lady Anne,Portishead ILB B,51.493793173,-2.75678626299995,Portishead ILB B,51.493793173,-2.756786263,,B-884,235109764,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,
-3.16901,51.4325298150001,345,OB02006406,B-Class A85 Maureen Lilian,Penarth ILB B,51.432529815,-3.16900999999995,Penarth ILB B,51.432529815,-3.16901,,B-839,235100648,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,23/02/2010
-3.70205905899996,51.4741691090001,348,OB02005006,B-Class A85 Rose of The Shires,Porthcawl ILB B,51.474169109,-3.70205905899995,Porthcawl ILB B,51.474169109,-3.702059059,,B-832,235091471,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,18/05/2009
-3.70205905899996,51.4741691090001,349,OB02006058,D-Class ILB Jean Ryall,Porthcawl ILB D,51.474169109,-3.70205905899995,Porthcawl ILB D,51.474169109,-3.702059059,,D-714,235076273,D-Class,IB1 variant,IB1,MK2IB1,01/03/2010
-3.97417497599997,51.5698547360001,351,OB02005611,ON1307 Tamar ALB Roy Barker IV,The Mumbles ALB,51.5698547363281,-3.97417497634888,The Mumbles ALB,51.569854736,-3.9741749763,ON1307,16-27,235069218,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,21/07/2013
-3.97417497599997,51.5698547360001,352,OB02012705,D-Class ILB Mark Lott,The Mumbles ILB D,51.5698547363281,-3.97417497634888,The Mumbles ILB D,51.569854736,-3.9741749763,,D-761,235100703,D-Class,IB1 variant,IB1,MK2IB1,16/09/2013
-4.2484494399999,51.6797132820001,355,OB02007410,D-Class ILB Diane Hilary,Burry Port ILB D,51.679713282,-4.24844943999995,Burry Port ILB D,51.679713282,-4.24844944,,D-749,235096968,D-Class,IB1 variant,IB1,MK2IB1,01/11/2011
-4.69372854099993,51.6730892510001,356,OB02003696,ON1281 Tamar ALB Haydn Miller,Tenby ALB,51.673089251,-4.69372854099995,Tenby ALB,51.673089251,-4.693728541,ON1281,16-02,235014279,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,31/01/2006
-4.69372854099993,51.6730892510001,357,OB02006350,D-Class ILB Georgina Taylor,Tenby ILB D,51.673089251,-4.69372854099995,Tenby ILB D,51.673089251,-4.693728541,,D-727,235102928,D-Class,IB1 variant,IB1,MK2IB1,02/12/2009
-5.07903793099996,51.689476347,358,OB02004826,ON1291 Tamar ALB Mark Mason,Angle ALB,51.689476347,-5.07903793099995,Angle ALB,51.689476347,-5.079037931,ON1291,16-11,235050567,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,06/01/2009
-4.9590740199999,51.8283462520001,359,OB02016456,D-Class ILB Super G II,Haverfordwest Support Centre,51.689476347,-5.07903793099995,,0,0,,D-776,0,D-Class,IB1,IB1 variant,MK2IB1,0
-5.10714912,51.77315521,360,OB02014019,D-Class ILB Jack and Edith May,Little and Broad Haven ILB D,51.773168438,-5.10711653299995,Little and Broad Haven ILB D,51.77315521,-5.10714912,,D-766,0,D-Class,IB1,IB1 variant,MK2IB1,0
-5.30910487599994,51.878558765,361,OB02005610,ON1306 Tamar ALB Norah Wortley,St Davids ALB,51.878558765,-5.30910487599995,St Davids ALB,51.878558765,-5.309104876,ON1306,16-26,235069182,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,20/02/2013
-4.9842,52.0133,363,OB02002156,ON1198 Trent ALB Blue Peter VII,Fishguard ALB,52.0133,-4.98419999999995,Fishguard ALB,52.0133,-4.9842,ON1198,14-03,232001860,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1994
-4.9842,52.0133,364,OB02016861,D-Class ILB Edward Arthur Richardson,Fishguard ILB D,52.0133,-4.98419999999995,Fishguard ILB D,52.0133,-4.9842,,D-789,235108995,D-Class,IB1 variant,IB1,MK2IB1,
-4.6995,52.1047,365,OB02012495,B-Class A85 John and Louisa Fisher,Cardigan ILB B,52.1047,-4.69949999999995,,,,,B-870,235098757,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,05/07/2013
-4.35759037699995,52.2134980610001,367,OB02002140,ON1172 Mersey ALB Frank and Lena Clifford of Stourbridge,New Quay (Ceredigion) ALB,52.213498061,-4.35759037699995,New Quay (Ceredigion) ALB,52.213498061,-4.357590377,ON1172,12-15,232002726,Mersey,Carriage Boat,CarriageBoat,MK1FRCMersey,01/01/1991
-4.35759037699995,52.2134980610001,368,OB02010344,D-Class ILB Audrey LJ,New Quay (Ceredigion) ILB D,52.213498061,-4.35759037699995,New Quay (Ceredigion) ILB D,52.213498061,-4.357590377,,D-754,235096974,D-Class,IB1 variant,IB1,MK2IB1,10/09/2012
-4.0889234599999,52.4087825,369,OB02012343,A-Class IRB No Name,Aberystwyth ILB A,52.4087825,-4.08892345999995,Aberystwyth ILB A,52.4087825,-4.08892346,,A-78,,A-Class,Arancia United Kingdom built,AranciaUK,MK2Lifeboat,01/12/2012
-4.0889234599999,52.4087825,370,OB02004765,B-Class A85 Spirit of Friendship,Aberystwyth ILB B,52.4087825,-4.08892345999995,Aberystwyth ILB B,52.4087825,-4.08892346,,B-822,235102918,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,01/10/2007
-4.05137713599993,52.4812620480001,371,OB02012578,D-Class ILB Geoffrey Scott,Borth ILB D,52.481262048,-4.05137713599995,Borth ILB D,52.481262048,-4.051377136,,D-760,235100204,D-Class,IB1 variant,IB1,MK2IB1,05/07/2013
-4.04566338799998,52.543235564,372,OB02018849,B-Class A85 Hugh Miles,Aberdovey ILB B,52.543235564,-4.04566338799995,Aberdovey ILB B,52.543235564,-4.045663388,,B-896,,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/01/2016
-4.23041371299996,52.9180019550001,375,OB02004774,B-Class A85 Doris Joan,Criccieth ILB B,52.918001955,-4.23041371299995,Criccieth ILB B,52.918001955,-4.230413713,,B-823,235096757,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,18/10/2007
-4.4022,52.8828,376,OB02002061,ON1168 Mersey ALB Lilly and Vincent Anthony,Pwllheli ALB,52.8828,-4.40219999999995,Pwllheli ALB,52.8828,-4.4022,ON1168,12-010,232003205,Mersey,Carriage Boat,CarriageBoat,MK1ALALMersey,01/01/1990
-10.2881918,51.92696762,377,OB02004469,D-Class BB Leslie and Peter Downes,Valentia ALB,52.8828,-4.40219999999995,,0,0,,,0,D-Class,IB1,IB1 variant,MK2BBIB1,0
-4.50443766299998,52.82646872,378,OB02016847,B-Class A85 Peter and Ann Setten,Abersoch ILB B,52.82646872,-4.50443766299995,Abersoch ILB B,52.82646872,-4.504437663,,B-886,,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,
-4.56459643299996,52.946956974,380,OB02005608,ON1304 Tamar ALB John D Spicer,Porthdinllaen ALB,52.946956974,-4.56459643299995,Porthdinllaen ALB,52.946956974,-4.564596433,ON1304,16-24,235069216,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,15/07/2012
-4.61996087299997,53.2806853050001,381,OB02006411,B-Class A85 Hereford Endeavour,Trearddur Bay ILB B,53.280685305,-4.61996087299995,Trearddur Bay ILB B,53.280685305,-4.619960873,,B-847,235109733,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,10/11/2010
-4.61996087299997,53.2806853050001,383,OB02010343,D-Class ILB Clive and Imelda Rawlins,Trearddur Bay ILB D,53.280685305,-4.61996087299995,Trearddur Bay ILB D,53.280685305,-4.619960873,,D-753,235096973,D-Class,IB1 variant,IB1,MK2IB1,27/07/2012
-4.64181259299994,53.3179989970001,384,OB02002974,ON1272 Severn ALB Christopher Pearce,Holyhead ALB,53.317998997,-4.64181259299995,Holyhead ALB,53.317998997,-4.641812593,ON1272,17-41,235007796,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,31/12/2003
-4.64181259299994,53.3179989970001,386,OB02016863,D-Class ILB Mary and Archie Hooper,Holyhead ILB D,53.317998997,-4.64181259299995,Holyhead ILB D,53.317998997,-4.641812593,,D-791,235108997,D-Class,IB1 variant,IB1,MK2IB1,
-4.23197720699994,53.35464885,388,OB02004809,D-Class ILB Enfys,Moelfre ILB D,53.35464885,-4.23197720699995,Moelfre ILB D,53.35464885,-4.231977207,,D-689,235102931,D-Class,IB1 variant,IB1,MK2IB1,02/01/2008
-4.0908,53.2622,389,OB02006322,B-Class A85 Annette Mary Liddington,Beaumaris ILB B,53.2622,-4.09079999999995,Beaumaris ILB B,53.2622,-4.0908,,B-838,235102922,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,05/01/2010
-3.82625568,53.2807983710001,390,OB02013977,D-Class ILB The May-Bob,Conwy ILB D,53.280798371,-3.82625567999995,Conwy ILB D,53.280798371,-3.82625568,,D-765,235102818,D-Class,IB1 variant,IB1,MK2IB1,06/02/2014
-3.834,53.322,392,OB02023337,D-Class ILB Dr Barbara Saunderson,Llandudno ILB D,53.322,-3.83399999999995,Llandudno ILB D,53.322,-3.834,,D-793,,D-Class,IB1 variant,IB1,MK2IB1,06/04/2016
-3.489,53.3251,394,OB02016003,D-Class ILB Mary Maxwell,Rhyl ILB D,53.3251,-3.48899999999995,Rhyl ILB D,53.3251,-3.489,,D-770,235103262,D-Class,IB1 variant,IB1,MK2IB1,11/08/2014
-3.12846228499996,53.250505758,395,OB02023339,D-Class ILB Lady Barbara,Flint ILB D,53.250505758,-3.12846228499995,Flint ILB D,53.250505758,-3.128462285,,D-795,,D-Class,IB1 variant,IB1,MK2IB1,05/09/2016
-6.06825495199996,53.38962245,398,OB02002731,ON1258 Trent ALB Roy Barker III,Howth ALB,53.38962245,-6.06825495199995,Howth ALB,53.38962245,-6.068254952,ON1258,14-33,235003642,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/2002
-6.06825495199996,53.38962245,399,OB02023340,D-Class ILB Aideen Cresswell,Howth ILB D,53.38962245,-6.06825495199995,Howth ILB D,53.38962245,-6.068254952,,D-796,,D-Class,IB1 variant,IB1,MK2IB1,12/07/2016
-6.12989569,53.293085601,400,OB02002137,ON1200 Trent ALB Anna Livia,Dun Laoghaire ALB,53.293085601,-6.12989568999995,Dun Laoghaire ALB,53.293085601,-6.12989569,ON1200,14-05,232001880,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1995
-6.12989569,53.293085601,401,OB02004849,D-Class ILB David Young,Dun Laoghaire ILB D,53.293085601,-6.12989568999995,,,,,D-690,,D-Class,IB1 variant,IB1,MK2IB1,01/01/2008
-6.032684,52.981601,403,OB02027095,D-Class ILB Dennis-Audrey,Wicklow ILB D,52.981601,-6.032684,,,,,D-806,,D-Class,IB1 variant,IB1,MK2IB1,27/02/2017
-6.14510280799993,52.791971233,404,OB02002153,ON1223 Trent ALB Ger Tigchelaar,Arklow ALB,52.791971233,-6.14510280799995,Arklow ALB,52.791971233,-6.145102808,ON1223,14-19,232002182,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1996
-6.46163487099994,52.34189115,406,OB02016854,D-Class ILB Alfred William Newman,Wexford ILB D,52.34189115,-6.46163487099995,Wexford ILB D,52.34189115,-6.461634871,,D-782,235108827,D-Class,IB1 variant,IB1,MK2IB1,01/06/2015
-6.33581490499995,52.2539755560001,407,OB02003222,ON1278 Severn ALB The Duke of Kent,Rosslare Harbour ALB,52.253975556,-6.33581490499995,,,,ON1278,17-45,,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,14/02/2005
-6.58987655299995,52.1733543340001,408,OB02004857,ON1298 Tamar ALB Kilarney,Kilmore Quay ALB,52.173354334,-6.58987655299995,Kilmore Quay ALB,52.173354334,-6.589876553,ON1298,16-18,235050725,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,23/06/2010
-6.99251791399996,52.1470772930001,410,OB02002109,ON1215 Trent ALB Elizabeth and Ronald,Dunmore East ALB,52.147077293,-6.99251791399995,Dunmore East ALB,52.147077293,-6.992517914,ON1215,14-17,232002410,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1996
-6.99251791399996,52.1470772930001,411,OB02002157,ON1228 Trent ALB Dora Foster McDougall,Dunmore East ALB,52.147077293,-6.99251791399995,,,,ON1228,14-24,232002585,Trent,Afloat Boat,AfloatBoat,MK1Trent,01/06/1997
-7.16056204799997,52.1540963590001,412,OB02016853,D-Class ILB Isabella Purchase,Tramore ILB D,52.154096359,-7.16056204799995,Tramore ILB D,52.154096359,-7.160562048,,D-781,235108828,D-Class,IB1 variant,IB1,MK2IB1,
-7.5398,52.0538,413,OB02012709,B-Class A85 Robert Armstrong,Helvick Head ILB B,52.0538,-7.53979999999995,Helvick Head ILB B,52.0538,-7.5398,,B-874,235102923,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,18/02/2014
-8.00168213299997,51.826984275,415,OB02002220,ON1233 Trent ALB Austin Lidbury,Ballycotton ALB,51.826984275,-8.00168213299995,Ballycotton ALB,51.826984275,-8.001682133,ON1233,14-25,232003131,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1997
-8.29790975099996,51.804435498,416,OB02018845,B-Class A85 John and Janet,Crosshaven ILB B,51.804435498,-8.29790975099995,Crosshaven ILB B,51.804435498,-8.297909751,,B-892,,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/01/2016
-9.1339529,51.5587120800001,419,OB02003150,B-Class A75 Margaret Bench of Solihull,Union Hall ILB B,51.55871208,-9.13395289599995,Union Hall ILB B,51.55871208,-9.1339529,,B-790,0,B-Class,Atlantic75,Atlantic 75,MK1Atlantic75,0
-9.37208324199997,51.487760827,420,OB02005606,ON1302 Tamar ALB Alan Massey,Baltimore ALB,51.487760827,-9.37208324199995,Baltimore ALB,51.487760827,-9.372083242,ON1302,16-22,235069214,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,13/12/2011
-9.9019007699999,51.6489782530001,422,OB02003221,ON1277 Severn ALB Annette Hutton,Castletownbere ALB,51.648978253,-9.90190076999995,Castletownbere ALB,51.648978253,-9.90190077,ON1277,17-44,,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,31/08/2004
-10.288281723,51.9268171080001,423,OB02002116,ON1218 Severn ALB John and Margaret Doig,Valentia ALB,51.926817108,-10.2882817229999,Valentia ALB,51.926817108,-10.288281723,ON1218,17-07,232002460,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/1996
-9.50056992699996,52.6299449210001,426,OB02006409,B-Class A85 Edith Louise Eastwick,Kilrush ILB B,52.629944921,-9.50056992699995,Kilrush ILB B,52.629944921,-9.500569927,,B-844,235109124,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,18/08/2010
-9.66794015099993,53.1230799430001,427,OB02002107,ON1217 Severn ALB David Kirkaldy,Aran Islands ALB,53.123079943,-9.66794015099995,Aran Islands ALB,53.123079943,-9.667940151,ON1217,17-06,232002450,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/1996
-10.02977766,53.485853283,431,OB02012494,B-Class A85 Joyce King,Clifden ILB B,53.485853283,-10.0297776599999,Clifden ILB B,53.485853283,-10.02977766,,B-869,235098756,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,01/05/2013
-2.2001299899999,49.7240982100001,432,OB02004472,D-Class BB Gráinne Uaile,Alderney ALB,53.485853283,-10.0297776599999,,0,0,,,0,D-Class,IB1,IB1 variant,MK2BBIB1,0
-9.944697,53.882786,434,OB02002121,ON1240 Trent ALB Sam and Ada Moody,Achill Island ALB,53.882786,-9.94469699999995,Achill Island ALB,53.882786,-9.944697,ON1240,14-28,232003138,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1998
-9.893222,54.253746,435,OB02002202,ON1235 Severn ALB  Bryan and Gordon,Ballyglass ALB,54.253746,-9.893222,Ballyglass ALB,54.253746,-9.893222,ON1235,17-15,232003133,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/1997
-8.28909125399997,54.477008697,438,OB02006049,B-Class A85 William Henry Liddington,Bundoran ILB B,54.477008697,-8.28909125399995,Bundoran ILB B,54.477008697,-8.289091254,,B-834,235101864,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,01/07/2009
-8.49831141599998,54.9971300450001,439,OB02002144,ON1244 Severn ALB Myrtle Maud,Arranmore ALB,54.997130045,-8.49831141599995,Arranmore ALB,54.997130045,-8.498311416,ON1244,17-22,232003142,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/1999
-7.47345683,55.1408758110001,440,OB02026483,ON1315 Shannon ALB Derek Bullivant,Lough Swilly ALB,55.140875811,-7.47345682999995,Lough Swilly ALB,55.140875811,-7.47345683,ON1315,13-08,235106575,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,01/01/2016
-7.47345683,55.1408758110001,441,OB02004612,B-Class A85 Minnie and Ernest George Barry,Lough Swilly ILB B,55.140875811,-7.47345682999995,Lough Swilly ILB B,55.140875811,-7.47345683,,B-819,235089703,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,25/07/2007
-1.992377,50.712623,442,OB02024939,D-Class ILB Gladys Maud Burton,Poole ILB D,50.712713819,-1.99197195899995,Poole ILB D,50.712623,-1.992377,,D-804,0,D-Class,IB1,IB1 variant,MK2IB1,0
-0.7788839899999,50.72723389,445,OB02001258,ON1327 Shannon ALB Denise And Eric,Selsey ALB,50.72723389,-0.77888399,Selsey ALB,50.72723389,-0.77888399,ON1327,,0,Shannon,CarriageBoat,Carriage Boat,MK1Shannon,0
-10.050669,53.486161,447,OB02001261,ON1328 Shannon ALB Brianne Aldington,Clifden ALB,53.486161,-10.050669,,0,0,ON1328,,0,Shannon,CarriageBoat,Carriage Boat,MK1Shannon,0
0.346756010000036,53.1418037400001,448,OB02002059,X-Class Avon MK1 Redcrest 9ft,Skegness ALB,53.14180374,0.34675601,,0,0,,,0,X-Class,Avon,Avon,MK1Redcrest9FT,0
-1.29210996599994,54.5183219910001,450,OB02002064,D-Class PUB Wenllian The Rotary Club of Port,Stockton Support Centre - EAM,54.5183219909668,-1.29210996627808,,0,0,,D-550P,0,D-Class,EA16,EA16 variant,MK1PublicityEA16,0
-1.29210996599994,54.5183219910001,451,OB02002073,D-Class PUB John Saunderson,Stockton Support Centre - EAM,54.5183219909668,-1.29210996627808,,0,0,,D-508P,0,D-Class,EA16,EA16 variant,MK1PublicityEA16,0
1.41979504,51.3289871200001,452,OB02002070,ON1163 Mersey ALB Lady of Hilbre,Ramsgate ALB,51.32898712,1.41979504,,0,0,ON1163,,0,Mersey,AfloatBoat,Afloat Boat,MK1ALALMersey,0
-2.95271206,57.6808662400001,456,OB02002096,Y-Class Avon / ILC MK1 3-5M,Buckie ALB,57.68086624,-2.95271206,,0,0,,,0,Y-Class,Avon/ILC,Avon / ILC,MK13-5M,0
-5.2475972199999,58.1467895500001,460,OB02002102,Y-Class Avon / ILC MK1 3-5M,Lochinver ALB,58.14678955,-5.24759722,,0,0,,,0,Y-Class,Avon/ILC,Avon / ILC,MK13-5M,0
1.28712201,51.9485969500001,461,OB02002105,Y-Class Avon / ILC MK1 3-5M,Harwich ALB,51.94859695,1.28712201,,0,0,,,0,Y-Class,Avon/ILC,Avon / ILC,MK13-5M,0
-4.15038204,50.3630409200001,462,OB02002108,Y-Class Avon / ILC MK1 3-5M,Plymouth ALB,50.36304092,-4.15038204,,0,0,,,0,Y-Class,Avon/ILC,Avon / ILC,MK13-5M,0
-5.0591139799999,50.15130615,466,OB02002129,D-Class PUB City of Chester II,Falmouth ILB B,50.15130615,-5.05911398,,0,0,,,0,D-Class,EA16,EA16 variant,MK1BBEA16,0
1.38274801,51.39163971,467,OB02002130,ON1177 Mersey ALB Leonard Kent,Margate ALB,51.39163971,1.38274801,Margate ALB,51.39163971,1.38274801,ON1177,,0,Mersey,CarriageBoat,Carriage Boat,MK1FRCMersey,0
-6.05346394,55.0749969500001,469,OB02002133,D-Class FRT Brian and Margaret Wiggins,Red Bay ILB B,55.07499695,-6.05346394,,0,0,,FR-17,0,D-Class,EA16,EA16 variant,MK1FRTEA16,0
-1.29210996599994,54.5183219910001,471,OB02002142,D-Class PUB Tigger Too,Stockton Support Centre - EAM,54.5183219909668,-1.29210996627808,,0,0,,D-545P,0,D-Class,EA16,EA16 variant,MK1PublicityEA16,0
-4.63234282,50.33872604,473,OB02002161,ON1222 Trent ALB Maurice and Joyce Hardy,Fowey ALB,50.33872604,-4.63234282,Fowey ALB,50.33872604,-4.63234282,ON1222,,0,Trent,AfloatBoat,Afloat Boat,MK2Trent,0
-2.6973850699999,56.22143936,475,OB02002164,X-Class Avon MK1 Redcrest 9ft,Anstruther ALB,56.22143936,-2.69738507,,0,0,,,0,X-Class,Avon,Avon,MK1Redcrest9FT,0
-1.98893797399995,50.733573914,476,OB02002168,D-Class FRT Saint David Dewi Sant,Poole Support Centre,50.7335739135742,-1.98893797397614,,0,0,,FRB-01,0,D-Class,EA16,EA16 variant,MK1FRTEA16,0
-6.31166696,49.9168586700001,477,OB02002166,Y-Class Avon / ILC MK1 3-5M,St Mary's ALB,49.91685867,-6.31166696,,0,0,,,0,Y-Class,Avon/ILC,Avon / ILC,MK13-5M,0
-2.58483911,56.5553016700001,479,OB02002170,ON1194 Mersey ALB Inchcape,Arbroath ALB,56.55530167,-2.58483911,Arbroath ALB,56.55530167,-2.58483911,ON1194,,0,Mersey,SlipwayBoat,Slipway Boat,MK1FRCMersey,0
-4.6980500199999,54.2270965600001,480,OB02002177,ON1187 Mersey ALB Mary Margaret,Peel ALB,54.22709656,-4.69805002,,0,0,ON1187,,0,Mersey,AfloatBoat,Afloat Boat,MK1FRCMersey,0
-1.29210996599994,54.5183219910001,484,OB02002193,X-Class Avon MK1 Redcrest 9ft,Stockton Support Centre - EAM,54.5183219909668,-1.29210996627808,,0,0,,X-87,0,X-Class,Avon,Avon,MK1Redcrest9FT,0
-1.29210996599994,54.5183219910001,485,OB02002196,D-Class PUB Bacchus,Stockton Support Centre - EAM,54.5183219909668,-1.29210996627808,,0,0,,D-410P,0,D-Class,EA16,EA16 variant,MK1PublicityEA16,0
-1.37521398,60.2863082900001,486,OB02002200,ON1232 Severn ALB Charles Lidbury,Aith ALB,60.28630829,-1.37521398,Aith ALB,60.28630829,-1.37521398,ON1232,,0,Severn,AfloatBoat,Afloat Boat,MK2MTUSevern,0
-8.49843979,54.9969673200001,488,OB02002205,Y-Class Avon / ILC MK1 3-5M,Arranmore ALB,54.99696732,-8.49843979,,0,0,,,0,Y-Class,Avon/ILC,Avon / ILC,MK13-5M,0
-2.408035,55.972409,489,OB02002207,ON1226 Trent ALB Edward Duke of Windsor,Dunbar ALB,55.972409,-2.408035,,0,0,ON1226,,0,Trent,AfloatBoat,Afloat Boat,MK2Trent,0
-1.29210996599994,54.5183219910001,491,OB02002216,X-Class Avon MK1 Redcrest 9ft,Stockton Support Centre - EAM,54.5183219909668,-1.29210996627808,,0,0,,FRX-06,0,X-Class,Avon,Avon,MK1Redcrest9FT,0
-3.04165101099994,53.5551910400001,494,OB02002223,D-Class FRT Severn Rescuer,Formby Support Centre,53.5551910400391,-3.04165101051331,,0,0,,FR-02,0,D-Class,EA16,EA16 variant,MK1FRTEA16,0
-3.54693198,58.61207962,501,OB02002826,Y-Class Avon / ILC MK1 3-5M,Thurso ALB,58.61207962,-3.54693198,,0,0,,,0,Y-Class,Avon/ILC,Avon / ILC,MK13-5M,0
-1.5816769599999,55.33644867,502,OB02002833,X-Class Avon MK1 Redcrest 9ft,Amble ALB,55.33644867,-1.58167696,,0,0,,,0,X-Class,Avon,Avon,MK1Redcrest9FT,0
-2.96036506,58.9854278600001,504,OB02002881,X-Class Avon MK1 Redcrest 9ft,Kirkwall ALB,58.98542786,-2.96036506,,0,0,,,0,X-Class,Avon,Avon,MK1Redcrest9FT,0
-6.9925298699999,52.14705658,505,OB02002921,XP-Class Avon MK1 Rollaway 2-81,Dunmore East ALB,52.14705658,-6.99252987,,0,0,,,0,XP-Class,Avon,Avon,MK1Rollaway2-81,0
-6.05346394,55.0749969500001,506,OB02002922,XP-Class Avon MK1 Rollaway 2-81,Red Bay ALB,55.07499695,-6.05346394,,0,0,,,0,XP-Class,Avon,Avon,MK1Rollaway2-81,0
-1.29210996599994,54.5183219910001,509,OB02002934,X-Class Avon MK1 Redcrest 9ft,Stockton Support Centre - EAM,54.5183219909668,-1.29210996627808,,0,0,,X-132,0,X-Class,Avon,Avon,MK1Redcrest9FT,0
-2.00281096,57.6935463,513,OB02002965,XP-Class Avon MK1 Rollaway 2-81,Fraserburgh ALB,57.6935463,-2.00281096,,0,0,,,0,XP-Class,Avon,Avon,MK1Rollaway2-81,0
-4.1674070399999,57.6865463300001,516,OB02002993,XP-Class Avon MK1 Rollaway 2-81,Invergordon ALB,57.68654633,-4.16740704,,0,0,,,0,XP-Class,Avon,Avon,MK1Rollaway2-81,0
-2.58483911,56.5553016700001,518,OB02003031,X-Class Avon MK1 Redcrest 9ft,Arbroath ALB,56.55530167,-2.58483911,,0,0,,,0,X-Class,Avon,Avon,MK1Redcrest9FT,0
-4.7345008899999,54.07045364,519,OB02003032,XP-Class Avon MK1 Rollaway 2-81,Port St Mary ALB,54.07045364,-4.73450089,,0,0,,,0,XP-Class,Avon,Avon,MK1Rollaway2-81,0
-5.53198385,54.6434326200001,521,OB02003035,XP-Class Avon MK1 Rollaway 2-81,Donaghadee ALB,54.64343262,-5.53198385,,0,0,,,0,XP-Class,Avon,Avon,MK1Rollaway2-81,0
-6.3890380899999,58.21006393,522,OB02003036,Y-Class Avon / ILC MK1 3-5M,Stornoway ALB,58.21006393,-6.38903809,,0,0,,,0,Y-Class,Avon/ILC,Avon / ILC,MK13-5M,0
-1.50047505,50.70615387,523,OB02003044,Y-Class Avon / ILC MK1 3-5M,Yarmouth (IOW) ALB,50.70615387,-1.50047505,,0,0,,,0,Y-Class,Avon/ILC,Avon / ILC,MK13-5M,0
0.053722,50.78853989,524,OB02003037,Y-Class Avon / ILC MK1 3-5M,Newhaven ALB,50.78853989,0.053722,,0,0,,,0,Y-Class,Avon/ILC,Avon / ILC,MK13-5M,0
-0.251578,51.4821357700001,525,OB02003047,E-Class ILB The Legacy,Chiswick ILB E (Operational),51.48213577,-0.251578,Chiswick ILB E (Operational),51.48213577,-0.251578,,E-005,0,E-Class,TigerMarineT9000base,Tiger Marine T9000 (RNLI) base boat,MK1E-Class,0
-2.0002679799999,55.7609481800001,526,OB02003058,X-Class Avon MK1 Redcrest 9ft,Berwick-Upon-Tweed ALB,55.76094818,-2.00026798,,0,0,,,0,X-Class,Avon,Avon,MK1Redcrest9FT,0
-3.29768991,58.96333694,527,OB02003073,Y-Class Avon / ILC MK1 3-5M,Stromness ALB,58.96333694,-3.29768991,,0,0,,,0,Y-Class,Avon/ILC,Avon / ILC,MK13-5M,0
-4.9841017699999,52.01329803,529,OB02003108,XP-Class Avon MK1 Rollaway 2-81,Fishguard ALB,52.01329803,-4.98410177,,0,0,,,0,XP-Class,Avon,Avon,MK1Rollaway2-81,0
-6.131042,53.2936973600001,531,OB02003109,XP-Class Avon MK1 Rollaway 2-81,Dun Laoghaire ALB,53.29369736,-6.131042,,0,0,,,0,XP-Class,Avon,Avon,MK1Rollaway2-81,0
